 Diffraction intensities for potential:g-5x5_00D10001.in                       
#     -6    26       8.5164861212E-054
#     -5   -21       1.1027591505E-027
#     -5   -20       5.2091060459E-004
#     -5   -19       1.9380821657E-026
#     -5   -18       1.8581674452E-021
#     -5   -17       3.6549539410E-026
#     -5   -16       6.5869945545E-025
#     -5   -15       1.1774119625E-002
#     -5   -14       2.5165020540E-024
#     -5   -13       1.7711999048E-022
#     -5   -12       3.9709419665E-024
#     -5   -11       6.8100921011E-023
#     -5   -10       1.5071469216E-002
#     -5    -9       7.7164893866E-023
#     -5    -8       2.5866314539E-021
#     -5    -7       6.9927888727E-023
#     -5    -6       1.1994076157E-021
#     -5    -5       9.8770906612E-003
#     -5    -4       6.0301905990E-022
#     -5    -3       1.5992752143E-020
#     -5    -2       3.9051789760E-022
#     -5    -1       5.5694780971E-021
#     -5     0       4.6728101673E-002
#     -5     1       2.0158532948E-021
#     -5     2       4.5318930724E-020
#     -5     3       1.0078402708E-021
#     -5     4       1.1177381546E-020
#     -5     5       9.6763834521E-003
#     -5     6       3.2014509865E-021
#     -5     7       6.6500724741E-020
#     -5     8       1.3609276662E-021
#     -5     9       1.1930160608E-020
#     -5    10       9.8771075768E-003
#     -5    11       2.3389105595E-021
#     -5    12       4.5310184049E-020
#     -5    13       8.0459526188E-022
#     -5    14       6.4804003588E-021
#     -5    15       9.6438466737E-003
#     -5    16       6.6453094763E-022
#     -5    17       1.3528648455E-020
#     -5    18       1.7365637514E-022
#     -5    19       1.3097930177E-021
#     -5    20       1.6034005180E-002
#     -5    21       6.6175334073E-023
#     -5    22       1.1485718562E-021
#     -5    23       1.0255690421E-021
#     -5    24       7.2167388909E-023
#     -5    25       1.4177308804E-003
#     -5    26       1.1994374449E-024
#     -4   -22       4.7019687327E-028
#     -4   -21       3.0550278386E-054
#     -4   -20       4.0718390478E-026
#     -4   -19       5.7606976331E-051
#     -4   -18       4.4570079401E-054
#     -4   -17       2.4687327344E-028
#     -4   -16       3.5988294729E-054
#     -4   -15       6.8856074433E-024
#     -4   -14       1.3186382725E-046
#     -4   -13       3.7948772357E-052
#     -4   -12       2.4767198910E-028
#     -4   -11       3.0218020520E-052
#     -4   -10       2.6744484785E-022
#     -4    -9       5.4882216862E-043
#     -4    -8       9.1522667219E-051
#     -4    -7       2.6328189779E-028
#     -4    -6       6.1415921711E-051
#     -4    -5       2.5716696966E-021
#     -4    -4       6.7369630498E-040
#     -4    -3       5.6504875324E-050
#     -4    -2       2.0950996669E-028
#     -4    -1       2.1688052840E-050
#     -4     0       9.1240880990E-021
#     -4     1       4.0911228300E-037
#     -4     2       1.4826678013E-049
#     -4     3       1.1174879513E-028
#     -4     4       3.5842794927E-050
#     -4     5       1.4391828957E-020
#     -4     6       7.9152378748E-035
#     -4     7       1.9304583058E-049
#     -4     8       4.2855397396E-029
#     -4     9       3.1547718974E-050
#     -4    10       1.0777761523E-020
#     -4    11       3.2997763706E-033
#     -4    12       1.1725183395E-049
#     -4    13       1.1745079821E-029
#     -4    14       1.4034964153E-050
#     -4    15       3.4331913506E-021
#     -4    16       3.3824826928E-030
#     -4    17       3.1272232593E-050
#     -4    18       1.6988408377E-030
#     -4    19       2.4965388198E-051
#     -4    20       4.0708493584E-022
#     -4    21       1.0360758503E-026
#     -4    22       2.4293830843E-051
#     -4    23       7.6247000868E-032
#     -4    24       1.3678996160E-052
#     -4    25       1.3687482379E-023
#     -4    26       3.3271033724E-027
#     -3   -22       3.4791727504E-039
#     -3   -21       4.2950930754E-042
#     -3   -20       1.5151823048E-023
#     -3   -19       1.7380476481E-054
#     -3   -18       5.0086093103E-048
#     -3   -17       1.2602553031E-035
#     -3   -16       4.8917110656E-040
#     -3   -15       1.1210939388E-022
#     -3   -14       3.5709210088E-053
#     -3   -13       4.8404083941E-048
#     -3   -12       2.3431553459E-031
#     -3   -11       1.1080497288E-038
#     -3   -10       2.8700133577E-021
#     -3    -9       6.2677020400E-052
#     -3    -8       2.0246201163E-048
#     -3    -7       4.4326212091E-028
#     -3    -6       8.0730228014E-037
#     -3    -5       2.7782554326E-020
#     -3    -4       4.7584600211E-051
#     -3    -3       5.8310846847E-049
#     -3    -2       6.7154392447E-026
#     -3    -1       1.3979795802E-035
#     -3     0       9.6046863257E-020
#     -3     1       1.2748444990E-050
#     -3     2       9.6365708888E-050
#     -3     3       8.5030505592E-025
#     -3     4       4.4728862209E-035
#     -3     5       1.4832116464E-019
#     -3     6       1.3722121924E-050
#     -3     7       4.6753551445E-050
#     -3     8       5.5768601224E-024
#     -3     9       3.7202831103E-035
#     -3    10       1.1029588251E-019
#     -3    11       1.4964853236E-049
#     -3    12       3.3770693516E-050
#     -3    13       3.0971997817E-022
#     -3    14       1.2347668592E-035
#     -3    15       3.4752496064E-020
#     -3    16       2.9573472210E-048
#     -3    17       9.9582607736E-051
#     -3    18       1.5350645812E-021
#     -3    19       2.8576866935E-036
#     -3    20       3.7456283458E-021
#     -3    21       7.4755658923E-046
#     -3    22       9.1604587208E-052
#     -3    23       3.5995257448E-022
#     -3    24       2.5073925292E-037
#     -3    25       3.7255423055E-023
#     -2   -23       9.4517071130E-043
#     -2   -22       1.0345382483E-053
#     -2   -21       2.0483331775E-050
#     -2   -20       1.7249891454E-024
#     -2   -19       3.3337678659E-026
#     -2   -18       6.2562483879E-043
#     -2   -17       8.0745575035E-054
#     -2   -16       5.3577275069E-051
#     -2   -15       3.0619811341E-022
#     -2   -14       8.3704274049E-025
#     -2   -13       7.6624479885E-043
#     -2   -12       4.0304274271E-053
#     -2   -11       2.7055679783E-050
#     -2   -10       1.2224704163E-020
#     -2    -9       4.4172436607E-024
#     -2    -8       1.0287824311E-042
#     -2    -7       1.3366636101E-051
#     -2    -6       2.1819588224E-049
#     -2    -5       1.1288389603E-019
#     -2    -4       7.9843687957E-023
#     -2    -3       6.1555035255E-043
#     -2    -2       7.1465202895E-051
#     -2    -1       7.1953044998E-049
#     -2     0       3.6645922251E-019
#     -2     1       8.8004346476E-022
#     -2     2       1.7668977093E-043
#     -2     3       1.3542034133E-050
#     -2     4       1.1617789654E-048
#     -2     5       5.4160060766E-019
#     -2     6       1.5900615042E-021
#     -2     7       6.1049507622E-043
#     -2     8       1.5769513153E-050
#     -2     9       9.5808121403E-049
#     -2    10       3.9388163790E-019
#     -2    11       5.7741096493E-022
#     -2    12       3.1941948121E-043
#     -2    13       9.9440360089E-051
#     -2    14       3.4682333128E-049
#     -2    15       1.2878560488E-019
#     -2    16       1.8796572967E-022
#     -2    17       7.1426447057E-044
#     -2    18       8.1604904447E-051
#     -2    19       4.5608393244E-050
#     -2    20       1.4744206216E-020
#     -2    21       4.0175193680E-023
#     -2    22       1.5465389637E-043
#     -2    23       2.7872717741E-050
#     -2    24       1.9576272421E-051
#     -2    25       4.8836228177E-022
#     -1   -23       1.8984685990E-045
#     -1   -22       9.2684188004E-054
#     -1   -21       1.1755721410E-020
#     -1   -20       1.0577625195E-024
#     -1   -19       3.7888141000E-054
#     -1   -18       1.3949881067E-040
#     -1   -17       1.2634525092E-051
#     -1   -16       3.8110923918E-021
#     -1   -15       1.7681716849E-022
#     -1   -14       3.2224175402E-052
#     -1   -13       1.7270202144E-036
#     -1   -12       4.3465942930E-050
#     -1   -11       1.1647155029E-021
#     -1   -10       6.3665717695E-021
#     -1    -9       5.4730585703E-051
#     -1    -8       5.7298406341E-033
#     -1    -7       1.2226766847E-050
#     -1    -6       4.0695030783E-022
#     -1    -5       5.2397550725E-020
#     -1    -4       2.8985527468E-050
#     -1    -3       9.8490989571E-030
#     -1    -2       8.9082510769E-049
#     -1    -1       1.3931349669E-022
#     -1     0       1.5334973294E-019
#     -1     1       6.4095903005E-050
#     -1     2       9.9307010684E-027
#     -1     3       8.1982406781E-049
#     -1     4       4.1171917062E-023
#     -1     5       1.9715792727E-019
#     -1     6       6.0941303922E-050
#     -1     7       3.5008225397E-024
#     -1     8       4.7213369511E-049
#     -1     9       9.9566535092E-024
#     -1    10       1.2762218301E-019
#     -1    11       2.5534855344E-050
#     -1    12       3.0234322369E-023
#     -1    13       5.0314010054E-049
#     -1    14       1.7232588269E-024
#     -1    15       4.0794912319E-020
#     -1    16       4.6027832933E-051
#     -1    17       9.0986561162E-023
#     -1    18       2.8802404285E-050
#     -1    19       1.3022405058E-025
#     -1    20       4.7421516888E-021
#     -1    21       1.4135184036E-052
#     -1    22       6.3785681803E-020
#     -1    23       1.2757387738E-051
#     -1    24       2.4707368075E-027
#      0   -24       2.3262877504E-027
#      0   -23       4.9336879309E-021
#      0   -22       5.8906724083E-027
#      0   -21       1.3113884943E-025
#      0   -20       3.2993808187E-003
#      0   -19       8.5694188275E-025
#      0   -18       8.2164216026E-022
#      0   -17       1.6073675670E-024
#      0   -16       2.7742820009E-023
#      0   -15       2.9060085154E-002
#      0   -14       5.3378751735E-023
#      0   -13       1.2055782968E-021
#      0   -12       6.6865870652E-023
#      0   -11       1.1067501610E-021
#      0   -10       3.0737049584E-002
#      0    -9       7.6364405555E-022
#      0    -8       2.4344606780E-020
#      0    -7       6.5894465711E-022
#      0    -6       9.5962524126E-021
#      0    -5       9.6763824907E-003
#      0    -4       3.7850500547E-021
#      0    -3       1.0163680016E-019
#      0    -2       2.4398596969E-021
#      0    -1       2.9260478469E-020
#      0     0       3.1575228352E-002
#      0     1       9.3627555937E-021
#      0     2       2.1761375793E-019
#      0     3       4.6404000617E-021
#      0     4       4.2307056577E-020
#      0     5       4.6728031353E-002
#      0     6       1.0460026027E-020
#      0     7       2.2808015122E-019
#      0     8       4.4144965180E-021
#      0     9       3.3204904973E-020
#      0    10       9.6233268086E-003
#      0    11       5.4844166727E-021
#      0    12       1.1570943447E-019
#      0    13       1.7469004063E-021
#      0    14       1.2270481768E-020
#      0    15       4.4448041727E-002
#      0    16       1.0974476251E-021
#      0    17       2.2547315659E-020
#      0    18       1.8776610819E-022
#      0    19       1.5798388319E-021
#      0    20       9.4133090492E-003
#      0    21       6.8012307815E-023
#      0    22       1.1050267136E-021
#      0    23       7.2147096631E-019
#      0    24       3.6944362153E-023
#      1   -24       1.5093455704E-051
#      1   -23       4.1337265224E-055
#      1   -22       7.9264240377E-024
#      1   -21       1.2243169114E-055
#      1   -20       1.7247232860E-024
#      1   -19       3.8121791418E-047
#      1   -18       1.2074166662E-052
#      1   -17       2.6278307956E-024
#      1   -16       2.2216207799E-052
#      1   -15       1.2578738316E-022
#      1   -14       3.8036808332E-043
#      1   -13       7.6964425574E-051
#      1   -12       8.4117151778E-025
#      1   -11       5.7218093711E-051
#      1   -10       2.3966244165E-021
#      1    -9       9.9612644326E-040
#      1    -8       8.2928164693E-050
#      1    -7       3.1448118382E-025
#      1    -6       3.6460536036E-050
#      1    -5       1.4392000495E-020
#      1    -4       1.3091422871E-036
#      1    -3       3.1136654956E-049
#      1    -2       1.1288934288E-025
#      1    -1       9.3462577170E-050
#      1     0       3.7686519582E-020
#      1     1       9.5987667223E-034
#      1     2       5.8923347062E-049
#      1     3       3.4291035806E-026
#      1     4       1.1207365549E-049
#      1     5       4.2827947626E-020
#      1     6       2.3181631995E-031
#      1     7       5.5616273680E-049
#      1     8       8.5537561874E-027
#      1     9       6.8586172109E-050
#      1    10       2.2497221544E-020
#      1    11       7.8357639883E-030
#      1    12       2.3877722083E-049
#      1    13       1.5048388768E-027
#      1    14       2.0510200972E-050
#      1    15       5.0670132102E-021
#      1    16       1.3869583151E-026
#      1    17       4.1397981218E-050
#      1    18       1.1388224742E-028
#      1    19       2.2645609970E-051
#      1    20       3.5631873530E-022
#      1    21       6.5543649221E-023
#      1    22       1.6979313004E-051
#      1    23       2.0502503532E-030
#      2   -25       9.6481258560E-025
#      2   -24       6.4024395267E-055
#      2   -23       1.1635359733E-047
#      2   -22       1.1566567693E-036
#      2   -21       1.4806623692E-037
